total_words,filler_count,filler_ratio,vocab_diversity,avg_word_len,label,text,clean_text
15,1,0.06666666666666667,0.9166666666666666,3.0,0,가분수의 분자를 분모로 나누면 몫과 나머지 자/ 몫은 n/ 자연수를 (써주고요)/(써주구요) 나머지 분자 써주면 됩니다.,가분수의 분자를 분모로 나누면 몫과 나머지 몫은 자연수를 나머지 분자 써주면 됩니다.
32,0,0.0,0.8571428571428571,2.7142857142857144,1,"자, (4번)/(사 번). 글 나에서 가장 중심이 되는 문장, 그러니까 가장 중요한 문장은 무엇인지 찾아 쓰시오. 자, 글 나에는 문장이 몇 개가 있어요? (4개)/(네 개)가 있죠. (4개)/(네 개)가 모여서 (1)/(하나)의 문단이 됐어요.","자, 번). 글 나에서 가장 중심이 되는 문장, 그러니까 가장 중요한 문장은 무엇인지 찾아 쓰시오. 자, 글 나에는 문장이 몇 개가 있어요? 개)가 있죠. 개)가 모여서 문단이 됐어요."
7,0,0.0,1.0,3.3333333333333335,1,으이그/ 어른 말씀하시는데 자꾸 그렇게 끼어드는 거야?,어른 말씀하시는데 자꾸 그렇게 끼어드는 거야?
6,1,0.16666666666666666,1.0,2.6,0,음/ 그럼 또 다른 방법은 없을까요?,그럼 또 다른 방법은 없을까요?
15,0,0.0,0.875,2.625,1,"(30)/(삼십) 나누기 (5)/(오)는 (6)/(육), (15)/(십 오) 나누기 (5)/(오)는 (3)/(삼)이니까 (6분의3)/(육 분의 삼) 적어줄 수 있겠네요.",나누기 오) 나누기 분의 삼) 적어줄 수 있겠네요.
6,1,0.16666666666666666,1.0,3.2,0,어/ 이거 원점 대칭이라고 얘기 했잖아요.,이거 원점 대칭이라고 얘기 했잖아요.
5,0,0.0,1.0,2.6666666666666665,1,"다시 (1번)/(한 번) 강조 해두고,","다시 강조 해두고,"
8,0,0.0,1.0,2.875,1,분모로 올리고 내려서 분수로 나타낼 수 있다는 거예요.,분모로 올리고 내려서 분수로 나타낼 수 있다는 거예요.
7,0,0.0,1.0,3.3333333333333335,1,"반지름 곱하기 (2)/(이). 그다음에 우리 만능틀에 의하면,","반지름 곱하기 그다음에 우리 만능틀에 의하면,"
18,0,0.0,1.0,3.3076923076923075,1,오른쪽에 있는 수모형도 (4자릿수)/(네 자릿수)로 나타내 볼까요? 이번에는 다른 거 없구요 (1000모형)/(천 모형)만 (1)/(하나) (2)/(둘)/ (3개)/(세 개)가 있군요.,오른쪽에 있는 수모형도 자릿수)로 나타내 볼까요? 이번에는 다른 거 없구요 모형)만 개)가 있군요.
5,0,0.0,1.0,4.333333333333333,1,자/ 마지막 시연이 (50g)/(오십 그램)이네요?,마지막 시연이 그램)이네요?
19,0,0.0,0.9473684210526315,2.9473684210526314,1,여학생들의 밝은 표정을 짓고 밝은 목소리로 말해서 버스 안은 활기가 돈 것을 관찰하고 있는 그대로 표현한 것이므로 사실에 해당합니다.,여학생들의 밝은 표정을 짓고 밝은 목소리로 말해서 버스 안은 활기가 돈 것을 관찰하고 있는 그대로 표현한 것이므로 사실에 해당합니다.
7,0,0.0,1.0,3.142857142857143,1,우리 친구들은 친구들이 붙인 이름으로 불러도 돼요.,우리 친구들은 친구들이 붙인 이름으로 불러도 돼요.
9,0,0.0,1.0,3.7142857142857144,1,따라서 문제의 답은n/ (10cm)/(십 센티미터)입니다 라고 표현해 주면 되는거죠.,따라서 문제의 센티미터)입니다 라고 표현해 주면 되는거죠.
9,0,0.0,1.0,3.4444444444444446,1,텔레비전 보는 걸 좋아하는 가족이니까 이웃집에 가서 텔레비전을 보았죠.,텔레비전 보는 걸 좋아하는 가족이니까 이웃집에 가서 텔레비전을 보았죠.
5,0,0.0,1.0,3.6666666666666665,1,b/ 자/ 이렇게 표현을 했는데요.,이렇게 표현을 했는데요.
13,0,0.0,1.0,2.923076923076923,1,"위, 앞, 뒤, 오른쪽, 왼쪽, 이라는 말을 이용해서 나타내 보아라. 무엇을 해야 되니까?","위, 앞, 뒤, 오른쪽, 왼쪽, 이라는 말을 이용해서 나타내 보아라. 무엇을 해야 되니까?"
11,3,0.2727272727272727,1.0,2.8,0,n/ 빙그레 웃었대. 아웅/ 음 / 자/ 여기 글을 보니까 음/.,빙그레 웃었대. 여기 글을 보니까
6,0,0.0,1.0,3.0,1,다리를 벌리고 있는 오징어는 (1마리)/(한 마리),다리를 벌리고 있는 오징어는 마리)
31,1,0.03225806451612903,0.9642857142857143,2.857142857142857,0,근+ 근거를 토대로 한 의견을 다시 한번 강조한다던가 (아니면)/(아니면은) 자신의 다짐 그다음에 또는 마무리하고 정리할 수 있는 그런 내용들을 (써주시면)/(써주시면은) 아/ 알맞은 의견을 나타내는 글이 된다라는 것을 기억해 주시면 되는 거예요.,근+ 근거를 토대로 한 의견을 다시 한번 강조한다던가 자신의 다짐 그다음에 또는 마무리하고 정리할 수 있는 그런 내용들을 알맞은 의견을 나타내는 글이 된다라는 것을 기억해 주시면 되는 거예요.
9,0,0.0,1.0,2.7777777777777777,1,교문 앞에서 만났는데 시간 없어서 대신 전해 달라고 하셨어.,교문 앞에서 만났는데 시간 없어서 대신 전해 달라고 하셨어.
3,0,0.0,0.6666666666666666,3.6666666666666665,1,방법의 수입니다. 방법의,방법의 수입니다. 방법의
8,1,0.125,1.0,4.0,0,"n/ 오늘의 씨앗 단어입니다 별, 아름다움, 두근두근이 되겠습니다.","오늘의 씨앗 단어입니다 별, 아름다움, 두근두근이 되겠습니다."
19,0,0.0,0.9444444444444444,3.0,1,네/ 오늘은 여러 분수 친구들을 만날 건데요 크기가 같은 분수를 만들어 보고 그리고 분수를 약분하는 방법도 공부해 보도록 하겠습니다.,오늘은 여러 분수 친구들을 만날 건데요 크기가 같은 분수를 만들어 보고 그리고 분수를 약분하는 방법도 공부해 보도록 하겠습니다.
24,0,0.0,1.0,2.625,1,여러분도 책을 읽을 때 이렇게 등장인물에게* 감정이입을 한다면 훨씬 더 실감 나게 책도 읽고 글도 쓸 수 있겠죠? 다음 친구의 글들도 같이 보도록 할게요.,여러분도 책을 읽을 때 이렇게 등장인물에게* 감정이입을 한다면 훨씬 더 실감 나게 책도 읽고 글도 쓸 수 있겠죠? 다음 친구의 글들도 같이 보도록 할게요.
40,2,0.05,0.9722222222222222,2.9722222222222223,0,자/ 다음 이 시간에는요. 셋째 마당의 첫 번째 단원 (2)/(두) 눈을 반짝이며에 대해서 공부를 해보려고 해요. 미리미리 예습하는 거 잊지 마시고요. 교육방송 홈페이지에 들어와서 궁금한 점 n/ 있으면 글도 남겨 주세요. 자 그럼 선생님과는 다음 시간에 다시 만나요. 여러분 안녕.,다음 시간에는요. 셋째 마당의 첫 번째 단원 눈을 반짝이며에 대해서 공부를 해보려고 해요. 미리미리 예습하는 거 잊지 마시고요. 교육방송 홈페이지에 들어와서 궁금한 점 있으면 글도 남겨 주세요. 자 그럼 선생님과는 다음 시간에 다시 만나요. 여러분 안녕.
2,0,0.0,1.0,4.5,1,무엇인지 쓰랍니다.,무엇인지 쓰랍니다.
11,1,0.09090909090909091,1.0,3.125,0,자/ 자/ 우리 친구들 이 이야기 속에는 여러 가지 등장인물이 나오지요?,우리 친구들 이야기 속에는 여러 가지 등장인물이 나오지요?
13,1,0.07692307692307693,1.0,3.375,0,"n/ 으흠/ 젓가락을 (2개)/(두 개) 붙이고 (이렇게)/(요러케) 벌렸더니, 아하/ 여기 바로 각이 숨어있었네요.","젓가락을 개) 붙이고 벌렸더니, 여기 바로 각이 숨어있었네요."
4,0,0.0,1.0,3.5,1,b/ 자/ 먼저 가입니다.,먼저 가입니다.
20,0,0.0,0.8571428571428571,3.2142857142857144,1,자/ 이제 그다음 숫자 (11)/(십 일)과 계산할 차례입니다. (16)/(십 육)에서 (11)/(십 일)을 빼줘야 겠네요. (16)/(십 육)에서 (11)/(십 일)을 빼면 얼마?,이제 그다음 숫자 일)과 계산할 차례입니다. 육)에서 일)을 빼줘야 겠네요. 육)에서 일)을 빼면 얼마?
3,0,0.0,1.0,3.0,1,자/ (1번)/(일 번).,번).
6,1,0.16666666666666666,1.0,3.6,0,n/ 운동화는 한나절 느긋하게 낮잠을 잡니다.,운동화는 한나절 느긋하게 낮잠을 잡니다.
14,0,0.0,1.0,2.923076923076923,1,자/ 어때요. 점점 기역을 지나면서 직선 가에 평행이 이러한 직선을 이렇게 만들어볼 수 있어요.,어때요. 점점 기역을 지나면서 직선 가에 평행이 이러한 직선을 이렇게 만들어볼 수 있어요.
24,0,0.0,1.0,3.0416666666666665,1,설명이 무엇이냐 묘사는 무엇이냐에 대한 그런 설명인데요 우리 교제에 나와있어요. 설명은요. 어떤 대상을 다른 사람이 더 잘 이해할 수 있도록 소개하는 것이 바로 설명입니다.,설명이 무엇이냐 묘사는 무엇이냐에 대한 그런 설명인데요 우리 교제에 나와있어요. 설명은요. 어떤 대상을 다른 사람이 더 잘 이해할 수 있도록 소개하는 것이 바로 설명입니다.
33,1,0.030303030303030304,0.8125,2.40625,0,이와 같은 글을 쓴 목적이 뭘까요 이와 같은 글 하면 딱 뭐가 머릿속에 탁 나와야 돼요 이제 공부를 선생님하고 많이 해봤으니까 이와 같은 글 아/설명문 이렇게 나오는 거죠 자 설명문을 쓴 목적 보여주세요.,이와 같은 글을 쓴 목적이 뭘까요 이와 같은 글 하면 딱 뭐가 머릿속에 탁 나와야 돼요 이제 공부를 선생님하고 많이 해봤으니까 이와 같은 글 이렇게 나오는 거죠 자 설명문을 쓴 목적 보여주세요.
8,0,0.0,1.0,2.25,1,어려운 숙제를 나 혼자 해냈을 때 드는 마음.,어려운 숙제를 나 혼자 해냈을 때 드는 마음.
2,0,0.0,1.0,5.0,1,"여러분, 안녕하세요?","여러분, 안녕하세요?"
13,0,0.0,1.0,3.2222222222222223,1,자/ 문제는 다음과 같습니다. (6.05)/(육 점 영 오)의 (ㄱ)/(기역)을 곱했더니 (6050)/(육천 오십)이 되었대요.,문제는 다음과 같습니다. 점 영 오)의 곱했더니 오십)이 되었대요.
8,0,0.0,1.0,4.333333333333333,1,분위기는 어떠합니까? 라는 그러한 문제입니다. (1번)/(일 번) 평화롭다.,분위기는 어떠합니까? 라는 그러한 문제입니다. 평화롭다.
7,1,0.14285714285714285,0.8333333333333334,2.6666666666666665,0,사물로 본 거 내면세계를 상실한 사물로 n/,사물로 본 거 내면세계를 상실한 사물로
16,0,0.0,0.9090909090909091,3.6363636363636362,1,(350)/(삼백 오십)이네. 자/ 그럼 비율 비교해보면 되죠. (400)/(사백)이 제일 크고요 그다음에 (350)/(삼백 오십) 그다음에 (310)/(삼백 십)이에요.,오십)이네. 그럼 비율 비교해보면 되죠. 제일 크고요 그다음에 오십) 그다음에 십)이에요.
14,0,0.0,1.0,4.166666666666667,1,수직인 선분의 길이. 여기 (3cm)/(삼 센티미터)라고 나와있어요. 그러니까 (3cm)/(삼 센티미터) 이렇게 적으시면 정답이 되겠습니다*.,수직인 선분의 길이. 여기 센티미터)라고 나와있어요. 그러니까 센티미터) 이렇게 적으시면 정답이 되겠습니다*.
9,1,0.1111111111111111,1.0,2.6,0,n/ 또는 (100)/(백) 곱하기 (4)/(사) 분의 (1)/(일)을 하란 소리지.,또는 곱하기 분의 하란 소리지.
13,0,0.0,1.0,3.090909090909091,1,"자/ 먼저요, 이야기의 구조는요. 우리 크게 (4부분)/(네 부분)으로 나누어 볼 수 있다고 했었죠.","먼저요, 이야기의 구조는요. 우리 크게 부분)으로 나누어 볼 수 있다고 했었죠."
11,1,0.09090909090909091,1.0,3.125,0,자/ 승갑+ 생각하면 생각할수록 이/ 준의 할아버지는 멋있는 분인 거 (같아요)/(같애요).,승갑+ 생각하면 생각할수록 준의 할아버지는 멋있는 분인 거
3,0,0.0,1.0,3.3333333333333335,1,탓이라는 말을 쓰고요.,탓이라는 말을 쓰고요.
15,0,0.0,0.9285714285714286,2.7142857142857144,1,"만약에 우리 (5학년)/(오 학년) 친구들이 작년에 있었던 일과 어제 있었던 일, 어떤 일을 쓰면 좋을까요?","만약에 우리 학년) 친구들이 작년에 있었던 일과 어제 있었던 일, 어떤 일을 쓰면 좋을까요?"
9,0,0.0,1.0,3.2222222222222223,1,"보봉이에요. 보봉, 꼭 우리나라 마을 같지 않아요? 선생님은 처음에","보봉이에요. 보봉, 꼭 우리나라 마을 같지 않아요? 선생님은 처음에"
12,0,0.0,1.0,2.6666666666666665,1,자/ (3)/(삼) 곱하기 (3)/(삼)은 얼마? (9를)/(구를) (1의 자리)/(일 의 자리) 자리에 (적어주고요)/(적어주구요).,곱하기 얼마? (1의 의 자리) 자리에
3,0,0.0,1.0,2.6666666666666665,1,자리를 맞춰 썼죠?,자리를 맞춰 썼죠?
20,0,0.0,0.8823529411764706,2.3529411764705883,1,자/ 우리 친구들 또 자세가 이렇게 아이고/ 막 꽈배기처럼 또 이렇게 배배 꼬는 친구가 한 (6명)/(여섯 명) 보이는 것 같아요.,우리 친구들 또 자세가 이렇게 막 꽈배기처럼 또 이렇게 배배 꼬는 친구가 한 명) 보이는 것 같아요.
2,1,0.5,1.0,4.0,0,"사람은, n/","사람은,"
10,0,0.0,1.0,2.6,1,자 방금 풀었던 거랑 똑같아요 그런데 살짝 다른 부분이 있어요.,자 방금 풀었던 거랑 똑같아요 그런데 살짝 다른 부분이 있어요.
8,0,0.0,1.0,3.142857142857143,1,o/ 오늘 배웠던 내용을 그대로 적용해서 쓰면 된답니다.,오늘 배웠던 내용을 그대로 적용해서 쓰면 된답니다.
23,0,0.0,0.7647058823529411,2.1176470588235294,1,"(0.17)/(영 점 일 칠) 곱하기 (0.4)/(영 점 사) 를 계산하기 위해서 (17)/(십 칠) 곱하기 (4)/(사) 를 계산 하면은 되겠네요 (28)/(이십 팔) (이고요)/(이구요) ,","점 일 칠) 곱하기 점 사) 를 계산하기 위해서 칠) 곱하기 를 계산 하면은 되겠네요 팔) ,"
2,0,0.0,1.0,3.5,1,여기에 있네요.,여기에 있네요.
5,0,0.0,1.0,4.0,1,그렇죠. 자/ 맞아요. (2번)/(이 번)이죠,그렇죠. 맞아요. 번)이죠
14,0,0.0,1.0,2.75,1,자/ 그럼 문제 봅니다. (ㄱ)/(기역)이 뜻하는 것으로 알맞지 않은 것은 어느 것입니까 라고 했는데요,그럼 문제 봅니다. 뜻하는 것으로 알맞지 않은 것은 어느 것입니까 라고 했는데요
16,0,0.0,1.0,3.0,1,우리 가족은 공방 (1)/(한) 군데를 들러서 기념품을 사고 유리로 병이나 장식품을 만드는 모습도 직접 살펴보기로 했다.,우리 가족은 공방 군데를 들러서 기념품을 사고 유리로 병이나 장식품을 만드는 모습도 직접 살펴보기로 했다.
25,0,0.0,1.0,2.782608695652174,1,반지름은 무수히 많이 그릴 수 있다라는 사실 기억해두도록 하면서 다음 문제 한 번 살펴보도록 할께요. 이번 문제는 원을 몇 개? (4개)/(네 개)를 맞닿게 그렸다. 그리고,반지름은 무수히 많이 그릴 수 있다라는 사실 기억해두도록 하면서 다음 문제 한 살펴보도록 할께요. 이번 문제는 원을 몇 개? 개)를 맞닿게 그렸다. 그리고
13,0,0.0,1.0,2.3846153846153846,1,"강의를 하면서 그를 무조건 다 자료 여기다 딱 펼쳐놓고 막 써 내려가지 말고,","강의를 하면서 그를 무조건 다 자료 여기다 딱 펼쳐놓고 막 써 내려가지 말고,"
21,1,0.047619047619047616,0.9,2.3,0,만들 때 무엇을 넣었는지 쓰세요 요 시에서 있죠 달콤끈적 꿀을 넣어 꿀 떡을 만들어 요 자 따라서 정답은 꿀 입니다. n/,만들 때 무엇을 넣었는지 쓰세요 요 시에서 있죠 달콤끈적 꿀을 넣어 꿀 떡을 만들어 요 자 따라서 정답은 꿀 입니다.
15,1,0.06666666666666667,1.0,3.142857142857143,0,n/ 더 나은 삶을 위해서* 호랑 애벌레는* 애벌레 기둥을 올라가려 합니다. 그런데 만만한 일이 아니었지요.,더 나은 삶을 위해서* 호랑 애벌레는* 애벌레 기둥을 올라가려 합니다. 그런데 만만한 일이 아니었지요.
9,2,0.2222222222222222,1.0,3.8333333333333335,0,어/ 여기 유관순은요. (1902년)/(천 구백 이 년)에 천안에서 출생했대요.,여기 유관순은요. 구백 년)에 천안에서 출생했대요.
37,1,0.02702702702702703,0.9,3.3666666666666667,0,"n/ 자/ 마을에는 커다란 슬픔이 찾아왔다고 했어요. 그것은 사람들이 약속을 지키지 않은 결과였다고 했지요. 선택지 확인한다고 했습니다. 자/ (1번)/(일 번) 쥐떼가 다시 나타난 것이 커다란 슬픔이었나요, 아니라는 압니다. (2번)/(이 번) 사나이가 몹시 화가 난 것이 커다란 슬픔.","마을에는 커다란 슬픔이 찾아왔다고 했어요. 그것은 사람들이 약속을 지키지 않은 결과였다고 했지요. 선택지 확인한다고 했습니다. 쥐떼가 다시 나타난 것이 커다란 슬픔이었나요, 아니라는 압니다. 사나이가 몹시 화가 난 것이 커다란 슬픔."
22,0,0.0,0.7894736842105263,3.1052631578947367,1,기준량과 비교하는 양을 가려볼 (건데요)/(껀데요). 기호의 왼쪽에 있는 수가 비교하는 양이고 오른쪽에 있는 수가 기준량이예요. 따라서 기준량이 (5)/(오)고 비교하는 양이 (3)/(삼)이다라는 건,기준량과 비교하는 양을 가려볼 기호의 왼쪽에 있는 수가 비교하는 양이고 오른쪽에 있는 수가 기준량이예요. 따라서 기준량이 비교하는 양이 건
21,0,0.0,1.0,2.7222222222222223,1,같은 자리에 수끼리 더했을 때 (10)/(십)이거나 (10)/(십)보다 크면 어디로 바로 윗자리로 이렇게 받아올림 하는구나 라는 것을 우리 친구들 꼭 기억하면서 으랏차차/.,같은 자리에 수끼리 더했을 때 크면 어디로 바로 윗자리로 이렇게 받아올림 하는구나 라는 것을 우리 친구들 꼭 기억하면서
30,1,0.03333333333333333,0.9629629629629629,3.037037037037037,0,자/ 보여주세요*. (이렇게)/(요렇게) 그리시면 되는데 주의해야 할 것은 이 안에 안 보이는 곳을 점선 처리하셔야 한다는 거 그리고 끝에 원기둥 모양으로 다 점선처리하시고 그리셔야 한다는 것 잊지 말아 주시기 바라겠습니다.,보여주세요*. 그리시면 되는데 주의해야 할 것은 안에 안 보이는 곳을 점선 처리하셔야 한다는 거 그리고 끝에 원기둥 모양으로 다 점선처리하시고 그리셔야 한다는 것 잊지 말아 주시기 바라겠습니다.
18,0,0.0,0.9444444444444444,2.611111111111111,1,"온라인 대화는 무엇과 같아서 잘 쓰면 이롭지만, 좋지만 잘못 쓰면 다른 사람과 자신을 크게 다치게 할 수도 있단다.","온라인 대화는 무엇과 같아서 잘 쓰면 이롭지만, 좋지만 잘못 쓰면 다른 사람과 자신을 크게 다치게 할 수도 있단다."
7,0,0.0,1.0,2.6666666666666665,1,자/ (그럼)/(금) 몇 도인가 (1번)/(한 번) 볼게요.,몇 도인가 볼게요.
20,0,0.0,0.9411764705882353,2.8823529411764706,1,"그런데 쓸 때는 (10초)/(십 초)만 쓸게요. 왜? (60초)/(육십 초)는 (1분)/(일 분)으로 받아올림을 할 거니까, 그럼 여기에서 알아두어야 할 거 뭘까요?","그런데 쓸 때는 초)만 쓸게요. 왜? 초)는 분)으로 받아올림을 할 거니까, 그럼 여기에서 알아두어야 할 거 뭘까요?"
3,1,0.3333333333333333,1.0,3.0,0,n/ 아흥 으하하.,아흥 으하하.
10,1,0.1,1.0,4.0,0,자/ 그래서 비방하다 비방하는 비난하다 뭐 요렇게 여러분이 생각하시면 되겠고요.,그래서 비방하다 비방하는 비난하다 요렇게 여러분이 생각하시면 되겠고요.
24,1,0.041666666666666664,1.0,2.909090909090909,0,그렇다면 이제 우린 n/ 무엇을 할수 있을까요? 삼각형에는요 변과 꼭지점이 몇 개씩? 이렇게 (3개)/(세 개)씩 있습니다 라는 걸 알 수 있게 돼요. 삼각형의 특징입니다.,그렇다면 이제 우린 무엇을 할수 있을까요? 삼각형에는요 변과 꼭지점이 몇 개씩? 이렇게 개)씩 있습니다 라는 걸 알 수 있게 돼요. 삼각형의 특징입니다.
10,1,0.1,1.0,3.0,0,(버스정류장에서)/(뻐스정류장에서) 집으로 가는 (버스를)/(뻐스를) 기다리면서 이 친구가 어떤 생각을 (했죠)/(했져)?,집으로 가는 기다리면서 친구가 어떤 생각을
2,0,0.0,1.0,5.0,1,자/ 청개구리.,청개구리.
11,0,0.0,1.0,3.1818181818181817,1,"그렇죠, 마주보는 두 변의 길이가 같다 라는 특징을 이용하면 되겠습니다. 따라서,","그렇죠, 마주보는 두 변의 길이가 같다 라는 특징을 이용하면 되겠습니다. 따라서,"
23,0,0.0,1.0,2.6842105263157894,1,자/ 물론 다 이렇게 더해서 구해도 되지만 자/ 옆면을 보세요 옆면이 (4개)/(네 개)라고 했잖아요 그런데 직(6)/(육)면체에서 평행한 면은 모두 몇 쌍 있다고 했나요?,물론 다 이렇게 더해서 구해도 되지만 옆면을 보세요 옆면이 개)라고 했잖아요 그런데 평행한 면은 모두 몇 쌍 있다고 했나요?
8,1,0.125,1.0,3.5714285714285716,0,n/ 아기천사는 커다란 당근모양 풍선을 잡고 하늘을 날았어요.,아기천사는 커다란 당근모양 풍선을 잡고 하늘을 날았어요.
12,0,0.0,0.8333333333333334,2.8333333333333335,1,"어떤 글을 쓸까? 그래 내가 지난달에 겪은 일, 일단요. 지난달에 겪은 일이에요.","어떤 글을 쓸까? 그래 내가 지난달에 겪은 일, 일단요. 지난달에 겪은 일이에요."
29,2,0.06896551724137931,1.0,3.3333333333333335,0,이 기사문의 본문에 들어갈 내용을 압축해서 간결하게 나타내야 한다고 했잖아요. 그럼 이 기사 같은 경우는 가장 중요한 내용이 지금 뭐예요? 선생님이 모자를 잃어버렸다는 거죠? 그래서 짧게 표현한다면 제목으로는 선생님,기사문의 본문에 들어갈 내용을 압축해서 간결하게 나타내야 한다고 했잖아요. 그럼 기사 같은 경우는 가장 중요한 내용이 지금 뭐예요? 선생님이 모자를 잃어버렸다는 거죠? 그래서 짧게 표현한다면 제목으로는 선생님
7,0,0.0,1.0,2.857142857142857,1,그렇다면 이런 경우 나뭇잎의 한쪽 끝을 보세요.,그렇다면 이런 경우 나뭇잎의 한쪽 끝을 보세요.
12,1,0.08333333333333333,1.0,2.7,0,n/ 따라서 우리가 배운 것처럼 (500)/(오백)을 나타냅니다 라고 말할 수 있는 거예요.,따라서 우리가 배운 것처럼 나타냅니다 라고 말할 수 있는 거예요.
13,1,0.07692307692307693,1.0,2.5,0,자/ 선생님과 함께 이 (3)/(세) 땅의 넓이 구하는 식을 한번 세워 보도록 하죠.,선생님과 함께 땅의 넓이 구하는 식을 한번 세워 보도록 하죠.
16,0,0.0,1.0,2.7857142857142856,1,오늘의 (plus)/(플러스) 퀴즈 확인해 볼까요? 빨간색을 좋아하는 학생 수가 (40)/(사십)명일 때 조사한 학생은 모두 몇 명일까요?,오늘의 퀴즈 확인해 볼까요? 빨간색을 좋아하는 학생 수가 때 조사한 학생은 모두 몇 명일까요?
22,1,0.045454545454545456,0.875,2.0625,0,n/ 자/ (683)/(육백 팔심 삼) 곱하기 (100)/(백) 즉 어떤 수 곱하기 (100)/(백)이네요 자/ 이럴 때는 바로 어떤 수를 그대로 써 준 다음에.,팔심 삼) 곱하기 즉 어떤 수 곱하기 이럴 때는 바로 어떤 수를 그대로 써 준 다음에.
17,0,0.0,0.9375,3.125,1,"등을 보이시면서 어휴/ 그래. 대구+ 대구, 대전, 부산, 전주. 그러면 손주가 열심히 대전! 막 이렇게+ 이렇게+ 이렇게.","등을 보이시면서 그래. 대구+ 대구, 대전, 부산, 전주. 그러면 손주가 열심히 대전! 막 이렇게+ 이렇게+ 이렇게."
